id,wikidata,display_name,level,description,works_count,cited_by_count,image_url,image_thumbnail_url,works_api_url,updated_date
68466841,4771247,Antenna amplifier,5,amplifier applied on high frequency signals coming from an antenna,0,0,wikipedia/commons/a/ae/RF_preamplifier_for_TV_and_FM_VUBCB40N_inner_view.jpg,wikipedia/commons/thumb/a/ae/RF_preamplifier_for_TV_and_FM_VUBCB40N_inner_view.jpg/100px-RF_preamplifier_for_TV_and_FM_VUBCB40N_inner_view.jpg,68466841,2023-06-07
93097992,908250,Long interspersed nuclear element,5,class of mobile genetic elements,0,0,wikipedia/commons/2/2d/1vyb_bio_r_500.jpg,wikipedia/commons/thumb/2/2d/1vyb_bio_r_500.jpg/100px-1vyb_bio_r_500.jpg,93097992,2023-06-07
2776200136,1772910,Racialism,3,use of scientific techniques and hypotheses to support or justify the belief in racism,0,0,,,2776200136,2023-06-08
201373426,188956,Plant pathology,4,scientific study of plant diseases,107,879,wikipedia/commons/a/ad/Black_rot_lifecycle.tif,wikipedia/commons/thumb/a/ad/Black_rot_lifecycle.tif/lossy-page1-100px-Black_rot_lifecycle.tif.jpg,201373426,2024-02-11T09:45:32.145205
98059654,5171072,Cornacchia's algorithm,4,,60,525,,,98059654,2024-02-11T09:27:52.073979
105063623,253172,HACEK endocarditis,4,,41,434,,,105063623,2024-02-11T09:19:18.687734
2778102385,5160294,Confrontation Clause,3,clause of the Sixth Amendment to the United States Constitution,582,313,,,2778102385,2024-02-11T09:36:38.020228
2908795178,1795115,Kymography,2,,41,273,wikipedia/commons/9/91/General_physiology%3B_an_outline_of_the_science_of_life_%281899%29_%2814779699911%29.jpg,wikipedia/commons/thumb/9/91/General_physiology%3B_an_outline_of_the_science_of_life_%281899%29_%2814779699911%29.jpg/73px-General_physiology%3B_an_outline_of_the_science_of_life_%281899%29_%2814779699911%29.jpg,2908795178,2024-02-11T08:36:30.369140
2776829547,506294,Picnic,2,an excursion at which a meal is eaten outdoors,3225,5612,,,2776829547,2024-02-28T06:36:14.626764
2992145650,216685,Bone surgery,4,branch of medicine dealing with the correction of deformities of bones or muscles,254,1678,wikipedia/commons/0/0c/Teardrop_fracture.jpg,wikipedia/commons/thumb/0/0c/Teardrop_fracture.jpg/100px-Teardrop_fracture.jpg,2992145650,2024-02-28T05:01:07.474664
34781881,170379,Lernaean Hydra,2,"ancient serpent-like chthonic water monster, with reptilian traits, that possessed many heads, in Greek mythology",5045,77538,wikipedia/commons/6/61/Gustave_Moreau_003.jpg,wikipedia/commons/thumb/6/61/Gustave_Moreau_003.jpg/85px-Gustave_Moreau_003.jpg,34781881,2024-02-18T09:24:49.404928
2778760486,7263454,Pyrenophora,3,genus of fungi,1161,19813,wikipedia/commons/a/a3/Pyrenophora_seminiperda_on_cheatgrass_2.5X_%281%29.png,wikipedia/commons/thumb/a/a3/Pyrenophora_seminiperda_on_cheatgrass_2.5X_%281%29.png/100px-Pyrenophora_seminiperda_on_cheatgrass_2.5X_%281%29.png,2778760486,2024-02-18T09:08:43.652656
2778358025,4309761,Mews,3,type of housing or stable,1395,12334,wikipedia/commons/a/ac/Mews_House_-_geograph.org.uk_-_911973.jpg,wikipedia/commons/thumb/a/ac/Mews_House_-_geograph.org.uk_-_911973.jpg/67px-Mews_House_-_geograph.org.uk_-_911973.jpg,2778358025,2024-02-18T08:47:35.480399
2776639527,1774751,Klippel–Feil syndrome,2,physical disorder that has material basis in abnormal segmentation of the vertebra during fetal development which results in fusion located in cervical vertebra,1138,10296,wikipedia/commons/e/e8/Klippel%E2%80%93Feil_syndrome.png,wikipedia/commons/thumb/e/e8/Klippel%E2%80%93Feil_syndrome.png/65px-Klippel%E2%80%93Feil_syndrome.png,2776639527,2024-02-18T08:27:36.381386
56800130,1684164,Tuple space,3,"implementation of the associative memory paradigm for parallel/distributed computing, provides a repository of tuples that can be accessed concurrently",762,10052,,,56800130,2024-02-18T08:19:15.032271
124103261,5611237,Group information management,5,,1067,8756,,,124103261,2024-02-18T08:49:14.932602
194342247,1151001,Newton fractal,4,boundary set in the complex plane,816,6950,wikipedia/commons/d/db/Julia_set_for_the_rational_function.png,wikipedia/commons/thumb/d/db/Julia_set_for_the_rational_function.png/100px-Julia_set_for_the_rational_function.png,194342247,2024-02-18T08:29:33.273836
165696491,4751161,Analytical skill,2,cognitive ability to analyze information,516,4026,wikipedia/commons/1/1a/Cerebral_Cortex_location_-_pt.jpg,wikipedia/commons/thumb/1/1a/Cerebral_Cortex_location_-_pt.jpg/84px-Cerebral_Cortex_location_-_pt.jpg,165696491,2024-02-18T08:33:07.066202
2908750889,5038709,Heart Function Tests,2,method of identifying heart condition,234,2298,,,2908750889,2024-02-18T08:15:40.990469
164331903,839951,Capacitor-input filter,5,type of filter,562,2266,,,164331903,2024-02-18T08:34:49.273655
2778073360,4118234,Gift tax,4,tax on money or property that one living person gives to another,1428,2106,,,2778073360,2024-02-18T08:09:53.975849
124998573,13743,VBScript,4,script programming language,1289,1981,,,124998573,2024-02-18T08:55:30.485522
765897,1200785,Desktop Window Manager,5,"compositing window manager used in Microsoft Windows Vista, 7 and 8",728,1691,,,765897,2024-02-18T08:56:02.349979
58655809,7936186,Vision document,5,سند چشم انداز,254,1248,,,58655809,2024-02-18T08:39:37.027182
48185193,340169,Media,3,storage and delivering agent of information or data,332,1064,,,48185193,2024-02-18T08:09:48.215348
2779770443,616342,Son of man,2,expression of the Hebrew Bible,323,952,,,2779770443,2024-02-18T09:15:11.012121
75427780,6770834,Market requirements document,5,,123,913,,,75427780,2024-02-18T08:51:56.797914
113684855,162817,East Asian Studies,4,field of scholarly enquiry and education that promotes a broad humanistic understanding of East Asia past and present,208,773,,,113684855,2024-02-18T09:22:17.355330
522425985,328293,Ex post facto law,5,right against ex-post facto law and bill of attainder (Sec. 22),319,626,,,522425985,2024-02-18T09:11:48.430164
111805635,612991,Hilbert matrix,5,square matrix whose entries are unit fractions of special form,95,617,,,111805635,2024-02-18T08:25:38.775894
16925662,5389254,Schrödinger field,4,physical fields obeying the Schrödinger equation,37,461,,,16925662,2024-02-18T08:48:37.077750
152697720,5047280,Cartesian anxiety,4,"notion that, since René Descartes posited his influential form of body-mind dualism, Western civilization has suffered from a longing for ontological certainty",209,414,,,152697720,2024-02-18T08:24:47.546191
129589494,6316666,Just in Time Teaching,4,pedagogical strategy,90,344,,,129589494,2024-02-18T08:42:04.547396
2993058984,6554101,Diagnostic equipment,2,any device intended to be used for medical purposes,75,257,wikipedia/commons/0/0f/Mundspatel.jpg,wikipedia/commons/thumb/0/0f/Mundspatel.jpg/100px-Mundspatel.jpg,2993058984,2024-02-18T09:00:58.443805
3020064188,1774898,Health clinic,2,"health care facility, primarily focused on the care of outpatients",61,257,wikipedia/commons/e/e8/Legionowo%2C_Poliklinika_Wojskowa_-_fotopolska.eu_%28343207%29.jpg,wikipedia/commons/thumb/e/e8/Legionowo%2C_Poliklinika_Wojskowa_-_fotopolska.eu_%28343207%29.jpg/100px-Legionowo%2C_Poliklinika_Wojskowa_-_fotopolska.eu_%28343207%29.jpg,3020064188,2024-02-18T08:46:55.504726
3020792175,174666,Multi platform,2,attribute conferred to computer software or computing methods and concepts that are implemented and inter-operate on multiple computer platforms,48,224,,,3020792175,2024-02-18T09:01:06.097840
113252107,1164077,Strategic Hamlet Program,3,Rural Vietnamese anti-communist strategy,156,222,wikipedia/commons/8/82/Gvnhamlet.jpg,wikipedia/commons/thumb/8/82/Gvnhamlet.jpg/100px-Gvnhamlet.jpg,113252107,2024-02-18T08:42:58.719492
40160088,1047300,Mechanical engineering technology,3,,276,180,,,40160088,2024-02-18T08:32:27.194245
60810621,2333568,Optimal substructure,3,,29,134,wikipedia/commons/0/03/Shortest_path_optimal_substructure.svg,wikipedia/commons/thumb/0/03/Shortest_path_optimal_substructure.svg/100px-Shortest_path_optimal_substructure.svg.png,60810621,2024-02-18T08:51:44.855675
67549784,1047466,RS-485,3,multidrop serial communication standard,526,103,,,67549784,2024-02-18T08:40:01.005767
18975210,18366,Experimental physics,2,category of disciplines and sub-disciplines concerned with the observation of physical phenomena,16,62,,,18975210,2024-02-18T08:35:25.266677
70784383,521918,Nuclear reactor safety systems,3,,118,24,,,70784383,2024-02-18T08:24:41.889679
2909306266,1415275,Spinal Cord Trauma,4,injury to the spine on the back side of humans,0,0,wikipedia/commons/b/bf/Cervical_Spine_MRI_%%28T2W%%29.jpg,wikipedia/commons/thumb/b/bf/Cervical_Spine_MRI_%%28T2W%%29.jpg/85px-Cervical_Spine_MRI_%%28T2W%%29.jpg,2909306266,2024-02-19T12:25:49.953051
172092558,1037852,Public domain software,4,software that is in the public domain,93,1149,wikipedia/commons/3/39/Cc-public_domain_mark_white.svg,wikipedia/commons/thumb/3/39/Cc-public_domain_mark_white.svg/100px-Cc-public_domain_mark_white.svg.png,172092558,2024-02-24T06:52:42.935578
83151884,8564981,Foundation Fieldbus H1,5,,1078,1679,,,83151884,2024-02-05T19:34:36.533525
9335704,4653504,AP United States Government and Politics,4,American education course and exam,32,197,,,9335704,2024-02-05T19:44:16.958446
2779093362,909775,ObjectARX,3,,603,84,,,2779093362,2024-02-05T19:33:05.482937
150631331,959549,Shell script,4,"script written for the shell, or command line interpreter, of an operating system",0,0,wikipedia/commons/f/f0/FreeBSD_10_vi_RC_Firewall.png,wikipedia/commons/thumb/f/f0/FreeBSD_10_vi_RC_Firewall.png/100px-FreeBSD_10_vi_RC_Firewall.png,150631331,2024-02-05T07:29:03.994507
35387230,2093624,Middle English literature,3,,47,116,,,35387230,2024-01-28T02:22:24.980707
86803240,420,Biology,0,"scientific study of living things, especially their structure, function, growth, evolution, and distribution",45193616,722291017,wikipedia/commons/3/32/EscherichiaColi_NIAID.jpg,wikipedia/commons/thumb/3/32/EscherichiaColi_NIAID.jpg/100px-EscherichiaColi_NIAID.jpg,86803240,2024-02-25T09:11:09.794803
71924100,11190,Medicine,0,"field of study for diagnosing, treating and preventing disease",61227934,652520731,wikipedia/commons/d/d2/Asklepios.3.jpg,wikipedia/commons/thumb/d/d2/Asklepios.3.jpg/66px-Asklepios.3.jpg,71924100,2024-02-25T09:52:35.630245
185592680,2329,Chemistry,0,"branch of physical science concerned with the composition, structure and properties of matter",35271005,547325040,wikipedia/commons/4/4a/Henrika_%C5%A0antel_-_Kemi%C4%8Darka.jpg,wikipedia/commons/thumb/4/4a/Henrika_%C5%A0antel_-_Kemi%C4%8Darka.jpg/80px-Henrika_%C5%A0antel_-_Kemi%C4%8Darka.jpg,185592680,2024-02-25T10:01:01.781316
41008148,21198,Computer science,0,study of computation,86876189,493161094,wikipedia/commons/6/6a/Sorting_quicksort_anim.gif,wikipedia/commons/thumb/6/6a/Sorting_quicksort_anim.gif/100px-Sorting_quicksort_anim.gif,41008148,2024-02-25T09:46:28.307844
121332964,413,Physics,0,"study of matter and its motion, along with related concepts such as energy and force",41881096,466605646,wikipedia/commons/9/9a/CollageFisica.jpg,wikipedia/commons/thumb/9/9a/CollageFisica.jpg/100px-CollageFisica.jpg,121332964,2024-02-25T09:32:09.348261
126322002,11180,Internal medicine,1,"medical specialty dealing with the prevention, diagnosis, and treatment of adult diseases",23631357,358850016,,,126322002,2024-02-25T09:11:20.769299
55493867,7094,Biochemistry,1,study of chemical processes in living organisms,15882049,340361815,wikipedia/commons/6/60/Myoglobin.png,wikipedia/commons/thumb/6/60/Myoglobin.png/99px-Myoglobin.png,55493867,2024-02-25T09:04:08.374749
33923547,395,Mathematics,0,field of study,29449627,299045087,wikipedia/commons/2/21/Euclid.jpg,wikipedia/commons/thumb/2/21/Euclid.jpg/100px-Euclid.jpg,33923547,2024-02-25T09:20:53.507796
192562407,228736,Materials science,0,interdisciplinary field which deals with the discovery and design of new materials; primarily concerned with the physical and chemical properties of solids,22692542,297260081,wikipedia/commons/5/5b/Diamond_cuboctahedron.jpg,wikipedia/commons/thumb/5/5b/Diamond_cuboctahedron.jpg/100px-Diamond_cuboctahedron.jpg,192562407,2024-02-25T09:41:21.624145
127413603,11023,Engineering,0,applied science,32694279,281532496,wikipedia/commons/3/3d/PIA19664-MarsInSightLander-Assembly-20150430.jpg,wikipedia/commons/thumb/3/3d/PIA19664-MarsInSightLander-Assembly-20150430.jpg/100px-PIA19664-MarsInSightLander-Assembly-20150430.jpg,127413603,2024-02-25T09:43:53.722130
178790620,11351,Organic chemistry,1,"subdiscipline within chemistry involving the scientific study of carbon-based compounds, hydrocarbons, and their derivatives",14941871,264767736,wikipedia/commons/5/55/Ch4-structure.png,wikipedia/commons/thumb/5/55/Ch4-structure.png/97px-Ch4-structure.png,178790620,2024-02-25T09:26:31.414270
54355233,7162,Genetics,1,"study of genes, heredity, and variation in living organisms",11866940,253086456,wikipedia/commons/f/f0/Hybridogenesis_in_water_frogs_gametes.svg,wikipedia/commons/thumb/f/f0/Hybridogenesis_in_water_frogs_gametes.svg/100px-Hybridogenesis_in_water_frogs_gametes.svg.png,54355233,2024-02-25T09:26:11.550751
104317684,7187,Gene,2,basic physical and functional unit of heredity,10770822,252433047,wikipedia/commons/d/d0/Chromosome_DNA_Gene_unannotated.svg,wikipedia/commons/thumb/d/d0/Chromosome_DNA_Gene_unannotated.svg/100px-Chromosome_DNA_Gene_unannotated.svg.png,104317684,2024-02-25T09:25:57.617087
15744967,9418,Psychology,0,"scientific study of the way the human mind works and how it influences behaviour, or the influence of a particular person's character on their behaviour",26507138,239218485,wikipedia/commons/6/6c/Psi2.svg,wikipedia/commons/thumb/6/6c/Psi2.svg/100px-Psi2.svg.png,15744967,2024-02-25T09:30:41.550664
62520636,944,Quantum mechanics,1,fundamental theory in physics describing the properties of nature on an atomic scale,16674348,222925866,wikipedia/commons/e/e7/Hydrogen_Density_Plots.png,wikipedia/commons/thumb/e/e7/Hydrogen_Density_Plots.png/100px-Hydrogen_Density_Plots.png,62520636,2024-02-25T09:34:31.066609
162324750,8134,Economics,0,"social science that analyzes the production, distribution, and consumption of goods and services",17558839,162764408,wikipedia/commons/e/eb/Supply-demand-right-shift-demand.svg,wikipedia/commons/thumb/e/eb/Supply-demand-right-shift-demand.svg/100px-Supply-demand-right-shift-demand.svg.png,162324750,2024-02-25T09:35:33.813027
154945302,11660,Artificial intelligence,1,field of computer science and engineering practices for intelligence demonstrated by machines and intelligent agents,15115926,159986033,,,154945302,2024-02-25T09:01:53.053798
142724271,7208,Pathology,1,study and diagnosis of disease,10541084,158839424,wikipedia/commons/2/2c/Pathologists_looking_into_microscopes_%281%29.jpg,wikipedia/commons/thumb/2/2c/Pathologists_looking_into_microscopes_%281%29.jpg/100px-Pathologists_looking_into_microscopes_%281%29.jpg,142724271,2024-02-25T09:55:11.521881
138885662,5891,Philosophy,0,"study of the truths and principles of being, knowledge, or conduct",33010801,154976074,wikipedia/commons/c/cf/Philbar_3.png,wikipedia/commons/thumb/c/cf/Philbar_3.png/100px-Philbar_3.png,138885662,2024-02-25T09:47:57.089091
17744445,36442,Political science,0,social science concerned with the study of politics and political systems,36589386,148271259,,,17744445,2024-02-25T09:09:54.507910
159985019,181790,Composite material,1,material made from a combination of two or more unlike substances,10260367,146000117,wikipedia/commons/7/71/Cfaser_haarrp.jpg,wikipedia/commons/thumb/7/71/Cfaser_haarrp.jpg/100px-Cfaser_haarrp.jpg,159985019,2024-02-25T09:18:14.406351
144024400,21201,Sociology,0,"scientific study of human society and its origins, development, organizations, and institutions",18361976,144951416,wikipedia/commons/e/e4/Social_Network_Diagram_%28segment%29.svg,wikipedia/commons/thumb/e/e4/Social_Network_Diagram_%28segment%29.svg/100px-Social_Network_Diagram_%28segment%29.svg.png,144024400,2024-02-25T09:57:25.428515
18903297,7150,Ecology,1,scientific study of the relationships between living organisms,10559906,143887729,wikipedia/commons/9/97/The_Earth_seen_from_Apollo_17.jpg,wikipedia/commons/thumb/9/97/The_Earth_seen_from_Apollo_17.jpg/100px-The_Earth_seen_from_Apollo_17.jpg,18903297,2024-02-25T09:29:26.843030
95444343,7141,Cell biology,1,scientific discipline that studies cells,4223852,140521800,,,95444343,2024-02-25T09:22:03.100357
199539241,7748,Law,1,"system of rules and guidelines, generally backed by governmental authority",20475419,126709979,,,199539241,2024-02-25T09:41:29.368073
120665830,14620,Optics,1,branch of physics concerning light,9358088,124287422,wikipedia/commons/1/1f/Light_dispersion_of_a_mercury-vapor_lamp_with_a_flint_glass_prism_IPNr%C2%B00125.jpg,wikipedia/commons/thumb/1/1f/Light_dispersion_of_a_mercury-vapor_lamp_with_a_flint_glass_prism_IPNr%C2%B00125.jpg/82px-Light_dispersion_of_a_mercury-vapor_lamp_with_a_flint_glass_prism_IPNr%C2%B00125.jpg,120665830,2024-02-25T09:03:48.505380
134018914,162606,Endocrinology,1,medical specialty,5717615,123851945,wikipedia/commons/d/d6/Blausen_0345_EndocrineSystem_Female2.png,wikipedia/commons/thumb/d/d6/Blausen_0345_EndocrineSystem_Female2.png/100px-Blausen_0345_EndocrineSystem_Female2.png,134018914,2024-02-25T09:49:36.514294
203014093,101929,Immunology,1,branch of medicine studying the immune system,5796381,120420039,wikipedia/commons/1/13/MRSA%2C_Ingestion_by_Neutrophil.jpg,wikipedia/commons/thumb/1/13/MRSA%2C_Ingestion_by_Neutrophil.jpg/96px-MRSA%2C_Ingestion_by_Neutrophil.jpg,203014093,2024-02-25T09:51:58.288285
199360897,9143,Programming language,1,language designed to communicate instructions to a machine,10215578,116932471,wikipedia/commons/3/39/C_Hello_World_Program.png,wikipedia/commons/thumb/3/39/C_Hello_World_Program.png/100px-C_Hello_World_Program.png,199360897,2024-02-25T09:43:17.056561
127313418,1069,Geology,0,"study of the composition, structure, physical properties, and history of Earth's components, and the processes by which they are shaped",14018330,111313432,wikipedia/commons/2/25/1875_Dumont%27s_geological_map_of_Europe.jpg,wikipedia/commons/thumb/2/25/1875_Dumont%27s_geological_map_of_Europe.jpg/100px-1875_Dumont%27s_geological_map_of_Europe.jpg,127313418,2024-02-25T09:38:21.220149
169760540,207011,Neuroscience,1,scientific study of the central nervous system,5365749,110516867,wikipedia/commons/1/15/PurkinjeCell.jpg,wikipedia/commons/thumb/1/15/PurkinjeCell.jpg/85px-PurkinjeCell.jpg,169760540,2024-02-25T09:01:13.429961
171250308,11468,Nanotechnology,1,field of applied science whose theme is the control of matter on atomic and (supra)molecular scale,4924421,103683742,wikipedia/commons/b/b6/Fullerene_Nanogears_-_GPN-2000-001535.jpg,wikipedia/commons/thumb/b/b6/Fullerene_Nanogears_-_GPN-2000-001535.jpg/100px-Fullerene_Nanogears_-_GPN-2000-001535.jpg,171250308,2024-02-25T09:08:14.500236
105795698,12483,Statistics,1,"study of the collection, organization, analysis, interpretation, and presentation of data",7920186,101360526,wikipedia/commons/4/44/Standard_Normal_Distribution.png,wikipedia/commons/thumb/4/44/Standard_Normal_Distribution.png/100px-Standard_Normal_Distribution.png,105795698,2024-02-25T09:10:17.899804
