source_id,openalex,issn_l,issn,mag,wikidata,fatcat
4306513004,4306513004,,,,,
4306464210,4306464210,,,,,
155685828,155685828,1881-6118,"[""1881-6118"", ""1884-0450""]",155685828.0,96718966.0,
4306526541,4306526541,,,,,
4306522206,4306522206,,,,,
4306513454,4306513454,,,,,
193089770,193089770,1061-7264,"[""1061-7264"", ""1931-1311""]",193089770.0,96696028.0,
4210212954,4210212954,0081-0231,"[""2469-844X"", ""0081-0231""]",,,
4306507410,4306507410,,,,15752470.0,
2765058559,2765058559,1735-9260,"[""1735-9260""]",2765058559.0,27727261.0,
4210176481,4210176481,0952-9608,"[""0952-9608"", ""1747-3489""]",,,
4210173681,4210173681,0385-9932,"[""0385-9932""]",,,container/4755mqzb5nc5vgt3zxaj4t5idi
178029676,178029676,1836-0661,"[""1836-3644"", ""1836-0661""]",178029676.0,,
4210171734,4210171734,1018-4171,"[""2199-7233"", ""1018-4171""]",,,
4210231723,4210231723,0776-3824,"[""0776-3824"", ""2034-7871""]",,3195472.0,
2764944651,2764944651,0197-6745,"[""0197-6745"", ""2160-5076""]",2764944651.0,89782052.0,
4306526862,4306526862,,,,,
4306464631,4306464631,,,,,
2736958894,2736958894,,,2736958894.0,,
4210176396,4210176396,0240-2955,"[""0240-2955""]",,,container/rebo6db2ifbitglt3modvkuesi
34089031,34089031,0362-1588,"[""0362-1588""]",34089031.0,15746488.0,container/uthp4natgvfk5lcf54bggye4ie
4306480541,4306480541,,,,,
2764625483,2764625483,0272-8893,"[""0272-8893""]",2764625483.0,15757197.0,container/aqbwxqpc7reyhojth2gok2zjta
4306472662,4306472662,,,,,
2764620129,2764620129,0303-6960,"[""0974-4444"", ""0303-6960""]",2764620129.0,27721109.0,
4210212671,4210212671,2044-4893,"[""2044-4893"", ""2044-4907""]",,96715623.0,
4306477477,4306477477,,,,,
2764603276,2764603276,0460-0037,"[""0460-0037""]",2764603276.0,,
2738549118,2738549118,0122-9761,"[""2590-4671"", ""0122-9761""]",2738549118.0,50426585.0,
2736882778,2736882778,1679-2343,"[""1679-2343""]",2736882778.0,27724400.0,
4306471040,4306471040,,,,,
8129204,8129204,0895-6340,"[""0895-6340""]",8129204.0,96331661.0,container/5g5frbhq5zb7zdbdaa4ice3gga
4306472661,4306472661,,,,,
4210175028,4210175028,0213-7771,"[""2443-9991"", ""0213-7771""]",,57696742.0,
4306471292,4306471292,,,,,
174060560,174060560,1387-5337,"[""1387-5337"", ""1569-9757""]",174060560.0,,
126523489,126523489,0303-8106,"[""0303-8106"", ""1883-7301""]",126523489.0,96705960.0,
4306510862,4306510862,,,,,
4306470739,4306470739,,,,,
185733999,185733999,0011-250X,"[""0011-250X""]",185733999.0,16491656.0,
4210231189,4210231189,1477-5921,"[""1477-5921""]",,27726030.0,container/ahcuirvjdrblfdyrzgmsduyfrm
2764645373,2764645373,1477-9633,"[""1477-9633"", ""2040-056X""]",2764645373.0,15761603.0,
4306495411,4306495411,,,,,
127420649,127420649,0971-457X,"[""0971-457X"", ""0975-0991""]",127420649.0,15766921.0,
4210198406,4210198406,0885-9884,"[""2326-4535"", ""0885-9884""]",,,
4363609014,4363609014,,,,,
4306475861,4306475861,,,,,
195995753,195995753,0033-3557,"[""0033-3557""]",195995753.0,,
21998430,21998430,1120-9488,"[""1120-9488""]",21998430.0,,
4306463397,4306463397,,,,,
4210217076,4210217076,0097-0360,"[""0097-0360""]",,96722366.0,container/4av7ky4odfbubknmdjcvaijgpq
4306521948,4306521948,,,,,
2764819169,2764819169,,,2764819169.0,,
4210186405,4210186405,0108-0164,"[""0108-0164""]",,27708784.0,container/7efneo4enjey7m4uwmk776mv7q
4210201941,4210201941,1913-4711,"[""1913-4711""]",,50806644.0,container/h4wqnpwwn5g5hfrbwsvzutwt2u
4210187655,4210187655,2152-9620,"[""2152-9620""]",,50815600.0,container/wlfrvs275jboxphntyu7hfyhim
151944519,151944519,0029-2524,"[""0029-2524""]",151944519.0,7054549.0,container/yhwokbo5mre5jclt3mwd3eyctm
4210211674,4210211674,1064-1173,"[""2326-5132"", ""1064-1173""]",,,
2764993477,2764993477,1534-7311,"[""1534-7311""]",2764993477.0,15749618.0,
4210170423,4210170423,2154-5057,"[""2471-3376"", ""2154-5057""]",,,
4306463392,4306463392,,,,,
4306463656,4306463656,,,,,
2764488310,2764488310,0043-5589,"[""0043-5589""]",2764488310.0,,
4306524292,4306524292,0078-4303,"[""0078-4303""]",,27723513.0,
4210231818,4210231818,1534-7311,"[""1534-7311""]",,15749618.0,container/h3yuo2xptfajfmfumeyhj6n7xa
8720358,8720358,0276-9077,"[""0276-9077""]",8720358.0,27717202.0,container/m5maeh5hw5hrvk22lpbkblogri
4306477989,4306477989,,,,,
206288944,206288944,0002-7626,"[""0002-7626""]",206288944.0,5672420.0,container/q6zp4oparzgdfg6gvqv6ckx7wq
4306509937,4306509937,,,,,
4306463768,4306463768,,,,,
2764544083,2764544083,0818-8068,"[""0818-8068"", ""2208-5394""]",2764544083.0,15761285.0,
4210169186,4210169186,2615-1715,"[""2615-3076"", ""2615-1715""]",,,
165893625,165893625,0028-7806,"[""0028-7806""]",165893625.0,2413088.0,container/re65j3ntqvg2neb4zfqxw3htpe
4306519375,4306519375,,,,,
189780351,189780351,0032-4000,"[""0032-4000"", ""2230-5955""]",189780351.0,15760156.0,
9016081,9016081,1413-4853,"[""1982-2170"", ""1413-4853""]",9016081.0,,
4210214409,4210214409,1479-3598,"[""1479-3598""]",,15760636.0,container/nu2zizc4pvhsbcgmhjiqowvr3q
2764508662,2764508662,,,2764508662.0,,
73693242,73693242,1819-1932,"[""1819-1932"", ""2152-0437""]",73693242.0,96331270.0,
4210200819,4210200819,1793-1002,"[""1793-1002""]",,,container/fwwdocsurbh5bgi66v7oa6b2fi
4306521640,4306521640,0137-5466,"[""0137-5466"", ""2300-2530""]",,11799093.0,
4210225374,4210225374,1230-3534,"[""2449-9897"", ""1230-3534""]",,,
2764977439,2764977439,1751-8326,"[""1751-8334"", ""1751-8326""]",2764977439.0,15767627.0,
4210231686,4210231686,0168-6356,"[""2155-5397"", ""0168-6356""]",,,
47857099,47857099,0039-7660,"[""0039-7660""]",47857099.0,7661070.0,container/m7cr3in6fzgu7h3glnm76hn4cu
4306471534,4306471534,,,,,
4306507770,4306507770,0975-413X,"[""0975-413X""]",,96332603.0,
4210226682,4210226682,1134-4539,"[""2603-6673"", ""1134-4539""]",,15765584.0,
2764689111,2764689111,,,2764689111.0,15760639.0,
2764368923,2764368923,0010-7476,"[""0010-7476""]",2764368923.0,109896894.0,container/a7tgfdlcsnfxvpb46oyynmlmhy
2764427209,2764427209,,,2764427209.0,,
2764646752,2764646752,,,2764646752.0,96698488.0,
4306550465,4306550465,,,,21385019.0,
2764814348,2764814348,0734-6670,"[""0734-6670""]",2764814348.0,15764659.0,container/bzgjemxpvfd77bzumpymh6roeu
2764990639,2764990639,0975-9344,"[""0975-9344""]",2764990639.0,96332458.0,container/qy5xexqcqjfybnauvwomj5nxia
4210219051,4210219051,2195-5468,"[""2195-5468""]",,50816085.0,container/42auaddidvdihoz6c3mp7acmwm
4210214085,4210214085,0032-6186,"[""0032-6186""]",,11826507.0,container/uopwtmjmajge3crjk47sktsp3u
4210226103,4210226103,0430-0696,"[""0430-0696""]",,,
2643336,2643336,0308-6976,"[""0308-6976"", ""2053-9029""]",2643336.0,96330559.0,
2764865326,2764865326,,,2764865326.0,112800269.0,
2765016018,2765016018,0740-7874,"[""0740-7874""]",2765016018.0,27719093.0,container/okwerse4vnb7ngucqebnrfzy7u
4306401256,4306401256,,,,,
193292235,193292235,1976-9180,"[""1976-9180"", ""2093-2650""]",193292235.0,27722980.0,
2765035237,2765035237,1524-5039,"[""1524-5039""]",2765035237.0,15752434.0,container/7tccokhnajbpxhgnhnnnnb3gay
4306464152,4306464152,,,,,
195883663,195883663,1866-6175,"[""1866-6175""]",195883663.0,26849817.0,
148936004,148936004,1577-8517,"[""2340-5058"", ""1577-8517""]",148936004.0,15750515.0,
4306504967,4306504967,0365-9445,"[""0365-9445"", ""2353-9054""]",,15763010.0,
104868666,104868666,1939-1919,"[""1939-1919""]",104868666.0,,
28361319,28361319,0146-6623,"[""0146-6623""]",28361319.0,15764827.0,container/z3hege2pjvdjjar25pefpnps5a
4306513652,4306513652,,,,1666342.0,
4210224981,4210224981,0968-4891,"[""0968-4891"", ""1463-4457""]",,96698236.0,
4210182606,4210182606,0022-1252,"[""2632-170X"", ""0022-1252""]",,,
2764976106,2764976106,1545-8741,"[""1545-8741""]",2764976106.0,,
2764717914,2764717914,1085-5300,"[""1085-5300""]",2764717914.0,15753890.0,container/e3mvj5rjvvd4digrzjqcx67rbm
2737733660,2737733660,0103-4235,"[""0103-4235""]",2737733660.0,15766709.0,
4306465284,4306465284,,,,,
986843014,986843014,,,986843014.0,,
4210229528,4210229528,1793-0707,"[""1793-0707""]",,,container/jz76ybuzyngp7fxauyabxd457a
4306508936,4306508936,,,,,
119322380,119322380,0871-4657,"[""1647-8606"", ""0871-4657""]",119322380.0,,
129923748,129923748,1038-2569,"[""1038-2569"", ""1839-4914""]",129923748.0,15757359.0,
4210196311,4210196311,0033-2372,"[""2657-9545"", ""0033-2372""]",,96730115.0,
4306511290,4306511290,0213-683X,"[""0213-683X"", ""2173-6545""]",,15750379.0,
87634573,87634573,1939-6716,"[""1942-1273"", ""1939-6716""]",87634573.0,,
134423501,134423501,0146-5422,"[""0146-5422""]",134423501.0,,
4210221071,4210221071,1793-1223,"[""1793-1223""]",,,container/464zjlfjuvhv7bxdiexgz6pwhy
4306506610,4306506610,,,,,
2764731901,2764731901,0394-6169,"[""0394-6169"", ""1592-1573""]",2764731901.0,15756226.0,
2764928144,2764928144,1047-8248,"[""1047-8248""]",2764928144.0,15761481.0,container/hl6tyyh4jnfnld5mbzyjf5cbk4
172367551,172367551,0733-4273,"[""0733-4273""]",172367551.0,6295817.0,container/u2xbaquq2vacxpd47nvp2m4oou
4306477089,4306477089,,,,,
2764951764,2764951764,0197-9922,"[""0197-9922""]",2764951764.0,3500930.0,
2764796547,2764796547,1042-9859,"[""1042-9859""]",2764796547.0,25927181.0,container/brrjfxum6nbavbzkfssqfniypy
4306529437,4306529437,,,,,
4210171864,4210171864,1518-7012,"[""1518-7012"", ""1984-042X""]",,,
2764693388,2764693388,0037-2633,"[""1708-1734"", ""0037-2633""]",2764693388.0,,
2764693772,2764693772,2157-7064,"[""2157-7064""]",2764693772.0,27725316.0,container/hotklqvoszgrroemgbybttcegu
4306524763,4306524763,0033-2038,"[""0033-2038""]",,11828453.0,
4306533899,4306533899,,,,,
