id,orcid,display_name,display_name_alternatives,works_count,cited_by_count,last_known_institution,works_api_url,updated_date
5073347409,0000-0003-3388-3850,Eleni Nikolakaki,"[""Nikolakaki Eleni"", ""Eleni Nikolakaki"", ""E. Nikolakaki""]",53,6049,21370196.0,5073347409,2024-02-21T02:29:24.017119
5086736655,,L. Mašek,"[""L. Masek"", ""L. Mašek""]",66,6031,21250087.0,5086736655,2024-02-21T07:41:48.646935
5040010116,,Dolphus E. Milligan,"[""Dolphus E. Milligan"", ""D.E. Milligan""]",96,5994,1321296531.0,5040010116,2024-02-21T15:35:10.689010
5062080272,,Randy Molina,"[""R. Molina"", ""Randy J. Molina"", ""Randy. Molina"", ""R. J. Molina""]",115,5976,131249849.0,5062080272,2024-02-21T20:16:11.100412
5058798806,,Martin Gibbs,"[""M. Gibbs"", ""Martin. Gibbs"", ""M. M. Gibbs""]",205,5958,2801694295.0,5058798806,2024-02-21T06:10:58.300920
5086983410,,Andrew M. Wallace,"[""Andrew. M. Wallace"", ""A. Michael Wallace"", ""Andrew Michael Wallace"", ""Adele Wallace"", ""Andrew Wallace"", ""A. Wallace"", ""A. M. Wallace"", ""Andrew M. Wallace""]",204,5921,32062511.0,5086983410,2024-02-21T01:32:55.924854
5027477693,,Arthur J. Ashe,"[""A. J. Iii Ashe"", ""Arthur James Ashe"", ""Arthur J. Ashe"", ""A. J. Ashe"", ""Arthur J. Iii Ashe""]",247,5915,27837315.0,5027477693,2024-02-21T12:30:42.368799
5008496635,0000-0003-3842-9454,Jan H. Hoh,"[""J. H. Hoh"", ""Jan H. Hoh"", ""Jan Hakan Hoh"", ""Jan Hoh"", ""J. Hoh""]",118,5893,2799853436.0,5008496635,2024-02-21T12:25:51.093346
5072262259,,Laura Liscum,"[""Laura Liscum"", ""L. Liscum""]",53,5861,121934306.0,5072262259,2024-02-21T03:32:03.584066
5020483292,,Ian Barton,"[""I. P. Barton"", ""Ian P. Barton"", ""I. Barton"", ""Isobel Barton"", ""Ian Barton""]",41,5845,74680897.0,5020483292,2024-02-21T21:23:12.227173
5049439898,,Sergio Tanganelli,"[""S. Tanganelli"", ""Sergio Tanganelli""]",165,5822,201324441.0,5049439898,2024-02-21T02:35:19.937232
5067845888,,Gregory S. Wilson,"[""G. Wilson"", ""Gregory Sims Wilson"", ""Greg J. Wilson"", ""Gregory S. Wilson"", ""G S. Wilson"", ""Greg Wilson"", ""G. J. Wilson"", ""Gregory Wilson"", ""G. S. Wilson"", ""Greg. J. Wilson""]",168,5819,110152177.0,5067845888,2024-02-21T20:27:58.219331
5080419223,,H. Steenbock,"[""H. Steenbock"", ""Harry. Steenbock""]",245,5797,135310074.0,5080419223,2024-02-21T09:54:03.523392
5076254444,,Hermann Stetter,"[""Hermann Stetter"", ""H. Stetter""]",358,5793,4210145899.0,5076254444,2024-02-21T04:20:23.868046
5058161260,,S. Orteu,"[""S. Orteu""]",163,5783,4210133362.0,5058161260,2024-02-21T12:53:54.328990
5075822266,,Beverly Peterkofsky,"[""Beverly Peterkofsky"", ""B. Peterkofsky"", ""Beyerl Y Peterkofsky""]",86,5691,4210140884.0,5075822266,2024-02-21T00:14:20.485314
5033181376,,Jun Ichi Hata,"[""Jun Ichi Hata"", ""J. Hata"", ""J. I. Hata"", ""J.‐I. Hata""]",105,5669,20783137.0,5033181376,2024-02-21T01:55:40.315572
5005123802,,F. Morrow,"[""F. Morrow"", ""F. M. Morrow"", ""Fiona Morrow""]",156,5652,917168660.0,5005123802,2024-02-21T16:00:44.413417
5065889843,,A. Silvana Santachiara‐Benerecetti,"[""A. S. Santachiara‐Benerecetti"", ""A S. Santachiara‐Benerecetti"", ""Augusta S Santachiara‐Benerecetti"", ""A. Silvana Santachiara‐Benerecetti""]",47,5635,25217355.0,5065889843,2024-02-21T10:04:51.465079
5025986188,,Robert A. Mah,"[""Rowan Mah"", ""R. A. Mah"", ""Robert A. Mah""]",96,5610,2799798094.0,5025986188,2024-02-21T10:59:26.293146
5083296313,0000-0001-5600-8034,David Scheschkewitz,"[""D. Scheschkewitz"", ""David Scheschkewitz"", ""Scheschkewitz David""]",212,5593,91712215.0,5083296313,2024-02-21T10:31:47.909346
5004747807,,O. S. Privett,"[""Orville S. Privett"", ""O. S. Privett""]",144,5581,223919290.0,5004747807,2024-02-21T04:13:21.058317
5046367144,0009-0002-6397-4614,J. Sass,"[""June S Sass"", ""Jean Sass"", ""J. Sass"", ""J.H. Sass""]",61,5581,67311998.0,5046367144,2024-02-21T08:40:30.944271
5033872453,,Harvey M. Florman,"[""H. Florman"", ""Harvey Florman"", ""Harvey M. Florman"", ""H. M. Florman""]",84,5555,166722992.0,5033872453,2024-02-21T02:28:02.400947
5083981519,,Mike Waterfield,"[""Mike D. Waterfield"", ""Mike Waterfield"", ""M. D. Waterfield"", ""M. Waterfield""]",66,5551,45129253.0,5083981519,2024-02-21T10:31:49.786773
5033204973,,Rudolf Faust,"[""R. C. Faust"", ""Rudolf Faust"", ""R. Faust""]",216,5532,133738476.0,5033204973,2024-02-21T17:42:44.625363
5061531752,0000-0001-6260-6479,Subha Sen,"[""S. Sen"", ""Sanchala Sen"", ""Subha Sen"", ""S. K. Sen""]",132,5510,161318765.0,5061531752,2024-02-21T08:43:16.737123
5056461765,,Mariel Birnbaumer,"[""M. Birnbaumer"", ""Maria E. Birnbaumer"", ""M. E. Birnbaumer"", ""Mariel Birnbaumer"", ""Mariel Biriel Birnbaumer""]",90,5483,4210126298.0,5056461765,2024-02-21T19:41:37.780523
5085932070,,Maxine A. Lesniak,"[""M. A. Lesniak"", ""M Lesniak"", ""Maxine A. Lesniak"", ""Maxine Lesniak"", ""M Leśniak""]",70,5479,1299303238.0,5085932070,2024-02-21T12:04:44.185135
5009687540,,Harry Goldblatt,"[""Harry Goldblatt"", ""H. Goldblatt""]",158,5471,4210102044.0,5009687540,2024-02-21T01:16:42.606565
5087602901,,Jean‐Pierre Raynauld,"[""Jean‐Pierre Raynauld"", ""J. Raynauld"", ""J. P. Raynauld"", ""J.‐P. Raynauld"", ""J.P.R. Raynauld""]",129,5469,70931966.0,5087602901,2024-02-21T18:17:24.758701
5026940991,,I. Sheer,"[""I. Sheer"", ""Irwin Sheer"", ""Irwin R. Sheer""]",112,5463,4210116088.0,5026940991,2024-02-21T07:33:01.824535
5013514001,,J. Kubart,"[""J. Kubart""]",47,5444,21250087.0,5013514001,2024-02-21T02:08:54.949274
5084419303,,John H. Venable,"[""J. H. Venable"", ""John Heinz. Venable"", ""John H. Venable"", ""John H. Jun. Venable"", ""J. H. Jun. Venable"", ""John Venable""]",47,5439,200719446.0,5084419303,2024-02-21T03:39:06.694566
5087305515,,John Swanson,"[""J. Swanson"", ""John Swanson"", ""John F. Jamesandjohn Swanson""]",78,5429,2801441769.0,5087305515,2024-02-21T15:03:48.450341
5076381637,,Ákos Kulik,"[""Akos Kulik"", ""Ákos Kulik"", ""A. Kulik"", ""Á Kulik"", ""A. M. Kulik""]",91,5415,161046081.0,5076381637,2024-02-21T12:26:33.602796
5085591989,,Janice R. Stevens,"[""Janice R. Stevens"", ""J. R. Stevens"", ""Julia Stevens"", ""Julia S Stevens"", ""J. Stevens"", ""Janice Stevens""]",156,5391,1316535847.0,5085591989,2024-02-21T21:46:50.337274
5066809107,,John H. Nilson,"[""J. H. Nilson"", ""John Nilson"", ""John H. Nilson"", ""J. Nilson""]",123,5335,72951846.0,5066809107,2024-02-21T13:04:05.674531
5022719891,,Janet E. Mertz,"[""Janet Mertz"", ""J. E. Mertz"", ""Janet E. Mertz""]",121,5328,135310074.0,5022719891,2024-02-21T13:59:15.093532
5080719634,0000-0002-9764-4368,Addy Pross,"[""Addy. Pross"", ""A. Pross"", ""a Addy Pross""]",146,5290,124227911.0,5080719634,2024-02-21T01:14:39.354071
5008679646,,J. M. Guida,"[""J. M. Guida"", ""Jan Marie Guida"", ""Jan M. Guida"", ""J.M Guida"", ""Jan Guida"", ""J. Guida""]",143,5281,27804330.0,5008679646,2024-02-21T17:28:37.452301
5020825814,0000-0002-1068-6734,E. V. Browell,"[""Edward V. Browell"", ""E. V. Browell"", ""Eduard V. Browell"", ""E. Browell"", ""E V. Browell"", ""Edward Browell"", ""Ed Browell"", ""E. Browell"", ""E. V. Browell"", ""Edward V. Browell"", ""Edward Vern Browell""]",239,5241,1319063186.0,5020825814,2024-02-21T20:25:56.926626
5059536702,,Eugene Morkin,"[""E. Morkin"", ""Eugene Morkin"", ""Eugene MorkinE. Morkin""]",133,5239,138006243.0,5059536702,2024-02-21T05:15:00.352710
5011743476,,Christopher J. Erceg,"[""Christopher J. Erceg"", ""Christopher Erceg""]",129,5219,1310145890.0,5011743476,2024-02-21T03:53:36.141727
5015987754,0000-0001-8712-3051,T. B. Pittman,"[""Todd Pittman"", ""T Pittman"", ""Todd B. Pittman"", ""Todd Butler Pittman"", ""T B. Pittman"", ""T. B. Pittman""]",156,5175,79272384.0,5015987754,2024-02-21T20:54:06.883067
5043776379,,E.P. Mamounas,"[""Mamounas Ep"", ""E Mamounas"", ""Elfetherios P. Mamounas"", ""Elefetherios P. Mamounas"", ""E.P. Mamounas"", ""E.P Mamounas"", ""Eletherios Mamounas""]",33,5170,4210162844.0,5043776379,2024-02-21T08:50:46.519564
5038838837,,L. Mihály,"[""L. G. Mihály"", ""Laszlo Mihaly"", ""L. Mihaly"", ""László Mihály"", ""L. Míhaly"", ""L. Mihály""]",173,5164,59553526.0,5038838837,2024-02-21T17:04:44.698710
5083043755,,Thomas O. Baldwin,"[""Thomas Baldwin"", ""T. Baldwin"", ""Thomas O. Baldwin"", ""T. O. Baldwin""]",157,5120,103635307.0,5083043755,2024-02-21T09:41:55.157869
5064606248,,Fujio Kimura,"[""Fujio Kimura"", ""Kimura Fujio"", ""F. Kimura""]",142,5106,146399215.0,5064606248,2024-02-21T23:45:35.671238
5083251793,,Jay L. Dinerman,"[""Jay Dinerman"", ""J. Dinerman"", ""J. L. Dinerman"", ""Jay L. Dinerman""]",41,5091,4210152887.0,5083251793,2024-02-21T00:59:24.945312
5004932139,,E. S. P. Reddy,"[""E. S. P. Reddy"", ""E. P. Reddy"", ""E. Shyam P. Reddy"", ""Esp Reddy"", ""E. Premkuwar Reddy"", ""E Shyam P. Reddy"", ""E. Shyam P Reddy"", ""E. Reddy"", ""E.Premkumanar Reddy"", ""E. Shyam Reddy"", ""E. S. Reddy""]",119,5086,6332465.0,5004932139,2024-02-21T21:27:30.617188
5049404359,,Doris C. Wong,"[""Doris Wong"", ""D. Wong"", ""Dennis K. Wong"", ""Dennis Kachun Wong"", ""Doris C. Wong"", ""D. C. Wong"", ""Dennis Wong""]",61,5079,2803036750.0,5049404359,2024-02-21T01:12:27.390638
5024951508,,Steven K. Nordeen,"[""Steven K. Nordeen"", ""S. K. Nordeen"", ""S Nordeen""]",116,5070,51713134.0,5024951508,2024-02-21T17:10:14.501206
5018227642,,Jean‐Luc Vonesch,"[""Jean‐Luc Vonesch"", ""J.‐L. Vonesch"", ""J Vonesch"", ""Jean‐Luc ‐L Vonesch"", ""J.L. Vonesch""]",77,5057,4210086872.0,5018227642,2024-02-21T05:38:52.471429
5033632800,,Patricia Allen,"[""P. Allen"", ""P. L. Allen"", ""Phillip Paul Allen"", ""Patricia L. Allen"", ""Patricia Allen"", ""Patricia L. Jackson Allen""]",143,5054,152830075.0,5033632800,2024-02-21T05:57:22.454131
5020207018,,Reinhard Benn,"[""R. Benn"", ""Reinhard. Benn""]",240,5049,4210090782.0,5020207018,2024-02-21T20:19:05.938368
5047461444,,Melvin W. Hanna,"[""M. W. Hanna"", ""M. Hanna"", ""Melvin Hanna"", ""Melvin W. Hanna"", ""Mark C. Hanna"", ""Mark Hanna"", ""M. C. Hanna""]",134,5027,39586589.0,5047461444,2024-02-21T19:05:58.472391
5065753963,,H. C. Carlson,"[""H.C Carlson"", ""H. Carlson"", ""Herbert C. Carlson"", ""Herbert Carlson"", ""H. C. Carlson""]",216,4965,121980950.0,5065753963,2024-02-21T10:11:45.680091
5073491740,,Frank J. Longo,"[""Frank Longo"", ""F. J. Longo"", ""Frank J. Longo""]",158,4947,126307644.0,5073491740,2024-02-21T02:00:36.751087
5030232420,,G. LoCurto,"[""Gaspare Locurto"", ""G. J. LoCurto"", ""G. Locurto"", ""G LOCURTO""]",74,4928,4210129531.0,5030232420,2024-02-21T02:04:50.766581
5082202542,0000-0002-6558-4639,Marco Aurélio Romano-Silva,"[""M. A. Romano‐Silva"", ""Marco Aurélio Romano‐Silva"", ""Marco Aurelio Romano Silva"", ""Romano‐Silva Ma"", ""Marco A. Romano Silva"", ""Marco Aurelio Romano‐Silva"", ""M.A Romano‐Silva"", ""Marco Romano‐Silva"", ""Marco Aurélio Romano Silva"", ""Marco Romano Silva"", ""Marco A. Romano‐Silva"", ""Marco Aurelio Romano-Silva""]",240,4920,110200422.0,5082202542,2024-02-21T00:58:05.106146
5089085199,,J. A. Archer,"[""Juanita A. Archer"", ""Archer Ja"", ""Juanita Archer"", ""J.A Archer"", ""J. Archer"", ""J. A. Archer"", ""Jason A. Archer""]",125,4919,4210122424.0,5089085199,2024-02-21T07:18:36.719519
5013414360,,John R. Eyler,"[""J. R. Eyler"", ""John R. Eyler"", ""J. Eyler"", ""John Eyler""]",198,4904,4210147789.0,5013414360,2024-02-21T06:18:09.221966
5025191886,,Hossein Ghassemi,"[""H. Ghassemi"", ""Hossein Ghassemi""]",69,4878,58956616.0,5025191886,2024-02-21T07:13:12.935606
5075559582,,H. D. Hafs,"[""Harold Hafs"", ""Harold D. Hafs"", ""H. D Hafs"", ""H. D. Hafs""]",149,4875,102322142.0,5075559582,2024-02-21T03:46:33.359863
5019123826,,Kathyjo A. Jackson,"[""Kathyjo A. Jackson"", ""Kathyjo Ann Jackson"", ""Kathyjo Jackson"", ""K A Jackson""]",23,4872,181547552.0,5019123826,2024-02-21T02:33:37.380746
5031221034,,Anne J. McGahon,"[""A. J. Mcgahon"", ""Anne McGahon"", ""Anne J. McGahon"", ""A J McGahon""]",14,4844,27577105.0,5031221034,2024-02-21T06:58:53.730581
5091686644,,Henry Borsook,"[""Henry. Borsook"", ""H. Borsook"", ""Henry M. Borsook""]",157,4842,122411786.0,5091686644,2024-02-21T16:36:55.317034
5017901206,,Samuel Bellet,"[""Samuel Bellet"", ""S. Bellet""]",250,4835,2799810409.0,5017901206,2024-02-21T06:39:39.113886
5080705201,,Richard M. Watson,"[""Richard M. Watson"", ""R. Watson"", ""Rio Yasui Watson"", ""R. M. Watson"", ""Richard Watson""]",87,4829,165733156.0,5080705201,2024-02-21T01:58:35.924413
5025750453,0000-0002-5514-439X,Guo-Ping Zhou,"[""Guo‐Ping Zhou"", ""Guoping Zhou"", ""Guodong ZHOU"", ""G. P. Zhou"", ""G. Zhou"", ""G.‐P. Zhou""]",134,4824,4210165264.0,5025750453,2024-02-21T10:40:00.549580
5065024297,,C. Butuceanu,"[""Cornel Butuceanu"", ""C. Butuceanu""]",122,4812,35777872.0,5065024297,2024-02-21T12:55:25.639593
5075717505,0000-0002-2729-7962,Kenneth F. Drinkwater,"[""Kenneth F. Drinkwater"", ""Kenneth Drinkwater"", ""K. Drinkwater"", ""K. F. Drinkwater"", ""Kenneth Francis Drinkwater""]",81,4789,2802153510.0,5075717505,2024-02-21T12:34:41.080395
5002587301,,U. Binder,"[""Uwe Binder"", ""U. Binder""]",129,4785,161046081.0,5002587301,2024-02-21T12:38:29.329929
5019738494,,D. Kurath,"[""Dieter Kurath"", ""D. Kurath""]",72,4771,1282105669.0,5019738494,2024-02-21T16:45:55.762489
5075033189,0000-0002-6612-7106,Frank E. McDonald,"[""F. McDonald"", ""F. E. Mcdonald"", ""Frank McDonald"", ""Frank E. Mcdonald""]",185,4765,150468666.0,5075033189,2024-02-21T15:25:15.968572
