work_id,referenced_work_id
4310960001,336460523
4310960001,1581414347
4310960001,1783623667
4310960001,1824913161
4310960001,1979144739
4310960001,1994025158
4310960001,2001137110
4310960001,2017343726
4310960001,2028823348
4310960001,2043082334
4310960001,2093195701
4310960001,2101422765
4310960001,2120112547
4310960001,2135572188
4310960001,2156517305
4310960001,2171520973
4310960001,2217173824
4310960001,2281466575
4310960001,2320758404
4310960001,2337296413
4310960001,2422723575
4310960001,2482015865
4310960001,2505052724
4310960001,2524663738
4310960001,2566359711
4310960001,2581960581
4310960001,2587598279
4310960001,2613239170
4310960001,2739396733
4310960001,2760817580
4310960001,2765106883
4310960001,2782571136
4310960001,2783694598
4310960001,2801576915
4310960001,2807306965
4310960001,2810468985
4310960001,2811221017
4310960001,2897322243
4310960001,2903621680
4310960001,2905943008
4310960001,2909092777
4310960001,2916360594
4310960001,2937933893
4310960001,2943892310
4310960001,2947251548
4310960001,2948972101
4310960001,2954475265
4310960001,2954638309
4310960001,2969287052
4310960001,2990750879
4310960001,3002896971
4310960001,3011134686
4310960001,3011754799
4310960001,3012022721
4310960001,3014979788
4310960001,3023124494
4310960001,3026615616
4310960001,3047983281
4310960001,3049434760
4310960001,3080919251
4310960001,3098757698
4310960001,3127184027
4310960001,3128955536
4310960001,3130661498
4310960001,3192953969
4310960001,3197682943
4310960001,3207267861
4310960001,4225275667
4310960001,4238581030
4310960001,4281643745
4310960001,4283575177
4310960001,4291238163
4310960001,4293247451
4310960001,4295837618
2051135645,633572807
2051135645,1513674249
2051135645,1781920860
2051135645,2166785990
2051136151,2001484081
2051136151,2007337859
2051136151,2014951065
2051136151,2062754555
2051136151,2088750791
2051136151,2090229769
2051136151,2143246226
2051136151,2546164655
2051136876,1544054537
2051136876,1823081504
2051136876,1970547577
2051136876,1978276281
2051136876,1978368163
2051136876,1983251310
2051136876,1983727142
2051136876,1992006274
2051136876,1993170236
2051136876,1998800588
2051136876,2007662868
2051136876,2012617920
2051136876,2019840716
2051136876,2025953423
2051136876,2027590165
2051136876,2027978086
2051136876,2035450351
2051136876,2037554294
2051136876,2039869218
2051136876,2040231318
2051136876,2043999088
2051136876,2053815480
2051136876,2054888456
2051136876,2056001159
2051136876,2059433877
2051136876,2067434616
2051136876,2073309841
2051136876,2081181271
2051136876,2091239909
2051136876,2091287612
2051136876,2091504060
2051136876,2092852367
2051136876,2103843120
2051136876,2105953249
2051136876,2128345951
2051136876,2141142935
2051136876,2147598399
2051136876,2504766403
2051136876,4213231968
2051138418,1970199421
2051138418,1970332220
2051138418,1972913673
2051138418,1973604830
2051138418,1996740697
2051138418,2043094864
2051138418,2057572821
2051138418,2089869165
2051138418,2100178733
2051138418,2100190799
2051138418,2591241895
2051139541,1583927287
2051139541,1968155837
2051139541,1971800526
2051139541,1974877407
2051139541,1985820174
2051139541,1991630769
2051139541,2014492679
2051139541,2021377355
2051139541,2045496227
2051139541,2061505856
2051139541,2066558638
2051139541,2079687293
2051139541,2092198909
2051139541,2098912888
2051139541,2100083548
2051139541,2107245671
2051139541,2137682426
2051142888,1992815771
2051142888,2109361284
2051142888,2109489513
2051142888,2112294732
2051142888,2115104320
2051142888,2129971925
2051142888,2137107406
2051142888,2151292122
2051142888,2154572310
2051142888,2296125569
2051142888,4229922087
2051142888,4244625299
2051143688,2396192391
2051143688,4230613041
2051144475,1967240869
2051144475,2481128160
2051145344,2093904153
2051145395,1490729677
2051145395,1965672637
2051145395,2002115646
2051145395,2029275644
2051145395,2048068627
2051145395,2086859888
2051145395,2406170454
2051145395,3202084635
2051145999,1547589333
2051145999,1595835172
2051145999,1599277155
2051145999,1650401181
2051145999,1965829421
2051145999,1971748110
2051145999,1975636291
2051145999,1977109399
2051145999,1979394236
2051145999,1990499518
2051145999,2008374286
2051145999,2009770052
2051145999,2015557754
2051145999,2036513858
2051145999,2067859370
2051145999,2074158980
2051145999,2080497110
2051145999,2083049815
2051145999,2090214833
2051145999,2097331211
2051145999,2098411183
2051145999,2111555671
2051145999,2120904086
2051145999,2126704964
2051145999,2126920991
2051145999,2131970968
2051145999,2133553247
2051145999,2135011583
2051145999,2136460746
2051145999,2146523666
2051145999,2158962985
2051147079,1966188439
2051147079,1969230089
2051147079,2098931293
2051147079,2116502002
2051147079,2166444782
2051147896,175765383
2051147896,1972893925
2051147896,2091879326
2051147896,2092325172
2051147896,2127911529
2051148008,118629472
2051148008,1973064981
2051148008,2002129736
2051148008,2042267860
2051148008,2053234522
2051148008,2058425072
2051148008,2068183284
2051148008,2069460691
2051148008,2084640229
2051148008,2090843540
2051148008,2329290262
2051148008,2485563582
2051148458,2038570295
2051148458,2128610067
2051150319,2073358688
2051150319,2088849109
2051151246,2084633334
2051151295,2478798587
2051151295,2500328943
2051151295,4238198829
2051152443,1567167546
2051152443,1571332834
2051152443,1967007247
2051152443,1967041863
2051152443,1974308265
2051152443,2010082151
2051152443,2012437018
2051152443,2037973488
2051152443,2039968275
2051152443,2042646075
2051152443,2052433495
2051152443,2055521852
2051152443,2080479140
2051152443,2089120245
2051152443,2091807643
2051152443,2101108032
2051152443,2105577113
2051152443,2133588926
2051152443,2378579587
2051153866,2080426844
2051153866,3149239410
2051153866,3198787816
2051154505,1995057339
2051154596,2022972025
2051154596,2028358907
2051154596,2126249528
2051154596,2128642555
2051154596,2156259175
2051154596,2170950619
2051154787,262007115
2051154787,308140541
2051154787,567834290
2051154787,1538004702
2051154787,1543040011
2051154787,1567705952
2051154787,1603834667
2051154787,1966638433
2051154787,1993881367
2051154787,2001627646
2051154787,2048234222
2051154787,2050260347
2051154787,2061261747
2051154787,2081456274
2051154787,2084279214
2051154787,2095140817
2051154787,2113542432
2051154787,2148962857
2051154787,2152551753
2051154787,2312454732
2051154787,3122200259
2051154787,3122794957
2051155312,1992193740
2051155312,2081275004
2051155312,2148950376
2051156078,1523562895
2051156078,2010727449
2051156078,2049061884
2051156078,2079712400
2051156078,2107807303
2051156078,2111873253
2051156078,2140202326
2051156078,2152659227
2051156078,2159824415
2051156078,2169541082
2051156078,2169550506
2051156384,2031832209
2051156384,2064309976
2051156384,2081160575
2051156384,2148395215
2051156384,2295936755
2051156384,2332674501
2051156394,2050796621
2051156755,1989908553
2051156755,2087628947
2051156766,1545683263
2051158193,1579765684
2051158193,3171766234
2051161090,1980211617
2051161090,2103660039
2051161398,2039966749
2051161398,2054549684
2051161398,2074936706
2051161398,2085915138
2051161398,2108921478
2051163018,1489370815
2051163018,1523746936
2051163018,1541226626
2051163018,1625294013
2051163018,1971729111
2051163018,1978806509
2051163018,1984669077
2051163018,1989290058
2051163018,2010272823
2051163018,2023521228
2051163018,2027731605
2051163018,2029348311
2051163018,2035054548
2051163018,2053040393
2051163018,2076050649
2051163018,2081008151
2051163018,2101302800
2051163018,2118248316
2051163018,2139099242
2051163018,2141604399
2051163018,2158926431
2051163018,2158987255
2051163018,2163117814
2051163018,2169971066
2051163018,2186072939
2051163018,4233884518
2051165166,2006923435
2051165229,1847352609
2051165229,1969896171
2051165229,2001039702
2051165229,2020487166
2051165229,2023670929
2051165229,2030003750
2051165229,2048179638
2051165229,2080284730
2051165229,2086271654
2051165229,2135287136
2051165970,1970568573
2051165970,2011913171
2051165970,2013741781
2051165970,2018335907
2051165970,2082755680
2051165970,2117286574
2051165970,2144474193
2051165970,2156593812
2051165970,2615391525
2051165970,4289844648
2051165970,4376849535
2051166298,1543561423
2051166298,1976051202
2051166298,2038957467
2051166298,2087830932
2051166298,2170303828
2051167109,1967224796
2051167109,1969123802
2051167109,2053245456
2051167109,2057534979
2051167109,2061601556
2051167109,2076655406
2051167109,2113392707
2051167109,2125997469
2051167109,2126709362
2051167109,2132332712
2051167109,2167227942
2051167881,2087954107
2051169992,1593665401
2051169992,1988790447
2051169992,2112868767
2051169992,2139150895
2051169992,2155236943
2051169992,2157306293
2051169992,2187216017
2051169992,4229952927
2051169992,4245176872
2051170518,2128179591
2051171777,1584463494
2051171777,1990097517
2051171777,2013872780
2051171777,2014780195
2051171777,2060503542
2051171777,2318007796
2051171777,2335484446
2051171777,2465933924
2051171777,3105439124
2051172176,1488655027
2051173030,1970606094
2051173030,2018447245
2051173030,2084033715
2051173461,2041356935
2051174634,1995340263
2051174634,2034586046
2051174634,2106917032
2051174634,2112483522
2051174634,2133744879
2051174634,2134886629
2051174634,2158491611
2051174634,2158536370
2051175437,1981428665
2051175437,2146427108
2051175437,2150901283
2051176443,1982137735
2051176443,1983427047
2051176443,2014715254
2051176443,2050491819
2051176443,2076231844
2051176443,2138264993
2051176443,2332248295
2051177858,2157397748
2051177858,4253881002
2051178226,765354066
2051178226,1551794291
2051178226,1567393485
2051178226,1572637583
2051178226,1813012946
2051178226,2092929015
2051178495,1624531027
2051178495,1971480121
2051178495,1981221328
2051178495,1993148277
2051178495,2010721609
2051178495,2039360678
2051178495,2076945606
2051178495,2079002419
2051178495,2079353422
2051178495,2084842183
2051178495,4233083557
2051178495,4247623632
2051178779,1546103186
2051178779,2073675594
2051178779,2128458315
2051178779,2134230545
2051178779,2165040403
2051178923,87311535
2051178923,1991720073
2051178923,2003940640
2051178923,2030838456
2051178923,2038909871
2051178923,2048054585
2051178923,2065553486
2051179204,1979507488
2051179204,2006771305
2051179204,2011045090
2051179204,2061872972
2051179204,4236681524
2051179649,2031495245
2051179649,2099837980
2051179649,2128897131
2051179649,2138889014
2051179649,2157907012
2051179649,2547579022
2051179649,2981904097
2051179649,4230290647
2051179649,4235736168
2051179649,4249572021
2051182473,2019085250
2051182473,2498239353
205118251,2012127596
205118251,2012787708
205118251,2150183148
205118251,2170129742
2051182868,2039713019
2051183204,2065708728
2051183401,572107534
2051183401,1518317416
2051183401,1546063669
2051183401,1552777399
2051183401,1983607199
2051183401,1992886282
2051183401,1993042907
2051183401,2033638126
2051183401,2049534277
2051183401,2056915152
2051183401,2064315657
2051183401,2069396770
2051183401,2077973224
2051183401,2332220020
2051184819,2093129241
205118305,205118251
205118494,205118251
205118494,205118305
205122471,205118305
205122471,205118251
205122471,205118494
205124354,205122471
205124354,205118305
205124354,205118251
205124354,205118494
205127255,205118251
205127255,205122471
205127255,205118494
205127255,205124354
205127255,205118305
205129993,205127255
205129993,205118251
205129993,205124354
205129993,205122471
205129993,205118305
205129993,205118494
205131000,205122471
205131000,205118494
205131000,205129993
205131000,205118251
205131000,205118305
205131000,205127255
205131000,205124354
205131341,205127255
205131341,205131000
205131341,205124354
205131341,205118251
205131341,205118494
205131341,205129993
205131341,205122471
205131341,205118305
205132508,205129993
205132508,205118494
205132508,205127255
205132508,205118305
205132508,205131000
205132508,205131341
2051135645,205118305
2051135645,205131000
2051135645,205122471
2051135645,205124354
2051135645,205118251
2051136151,205131341
2051136151,205122471
2051136151,205124354
2051136151,2051135645
2051136151,205131000
2051136876,205118305
2051136876,2051135645
2051136876,205122471
2051136876,205129993
2051136876,205132508
2051136876,205124354
2051136876,205131341
2051136876,205118251
2051136876,2051136151
2051136876,205131000
2051136876,205127255
2051136876,205118494
2051137881,205132508
2051137881,205122471
2051137881,205118305
2051137881,205131341
2051137881,2051136151
2051138418,205129993
2051138418,2051135645
2051138418,205124354
2051138418,2051136151
2051138418,205131341
2051139206,205122471
2051139206,205118305
2051139206,205118251
2051139206,205131341
2051139206,205118494
2051139206,2051136876
2051139541,2051136151
2051139541,205122471
2051139541,2051138418
2051139541,2051135645
2051139541,205118494
2051139541,205131000
2051139541,205132508
2051139566,2051138418
2051139566,2051139206
2051139566,2051136876
2051139566,205118494
2051139566,205131000
2051139566,205127255
2051139566,2051137881
2051139606,205131341
2051139606,2051137881
2051139606,205118251
2051139606,205127255
2051139606,2051139541
2051139606,2051138418
2051139606,205132508
2051139606,205122471
2051139606,2051136151
2051139606,205118305
2051139606,205118494
2051139606,2051139566
2051139606,205124354
2051139749,205127255
2051139749,2051139206
2051139749,205132508
2051139749,2051137881
2051139749,2051136876
2051139749,2051139606
2051139749,205122471
2051139749,205118305
2051139749,2051138418
2051141196,205118494
2051141196,2051136151
2051141196,2051139206
2051141196,2051135645
2051141196,205129993
2051141196,205118305
2051141196,2051139606
2051141196,2051139566
2051141196,205131341
2051142601,2051139541
2051142601,205131000
2051142601,2051137881
2051142601,2051139566
2051142601,205131341
2051142601,205122471
2051142601,2051136876
2051142601,2051138418
2051142601,205118305
2051142601,205129993
2051142601,2051136151
2051142888,205118305
2051142888,2051136876
2051142888,205122471
2051142888,2051137881
2051142888,2051139541
2051142888,205129993
2051142888,2051142601
2051142888,205118251
2051142888,205118494
2051142888,205131341
2051143688,205124354
2051143688,2051136151
2051143688,205118251
2051143688,2051142601
2051143688,205122471
2051143688,205118494
2051143688,205132508
2051143688,2051141196
2051143688,2051135645
2051143688,205118305
2051143688,205131341
2051143688,205131000
2051143688,2051142888
2051144475,205118251
2051144475,2051139749
2051144475,205118494
2051144475,2051139566
2051144475,2051139206
2051144601,2051135645
2051144601,205118305
2051144601,2051137881
2051144601,2051136876
2051144601,2051139541
2051145320,205122471
2051145320,205118305
2051145320,205131341
2051145320,2051141196
2051145320,205118494
2051145320,2051139606
2051145320,2051138418
2051145320,205118251
2051145320,2051143688
2051145320,2051144601
2051145320,2051136151
2051145344,2051139566
2051145344,2051141196
2051145344,2051144601
2051145344,2051139541
2051145344,2051139749
2051145395,2051142601
2051145395,205124354
2051145395,2051135645
2051145395,2051144601
2051145395,2051145344
2051145395,2051136876
2051145680,2051136876
2051145680,2051141196
2051145680,2051135645
2051145680,2051142888
2051145680,205131341
2051145680,205127255
2051145680,2051145395
2051145680,2051139566
2051145680,2051136151
2051145680,2051144475
2051145680,2051139749
2051145680,2051145320
2051145680,2051145344
2051145680,2051144601
2051145680,2051139206
2051145999,205127255
2051145999,2051136151
2051145999,205131341
2051145999,2051144601
2051145999,2051143688
2051145999,2051139606
2051145999,2051145344
2051145999,2051138418
2051147079,2051139206
2051147079,2051139541
2051147079,205118494
2051147079,205132508
2051147079,205118251
