work_id,source_id,landing_page_url,pdf_url,is_oa,version,license
2051277794,2764455111,pmc/articles/PMC2415337,,True,publishedVersion,
2051277794,4306525036,20770567,,False,,
2051277946,165620878,10.1007/s12170-011-0178-0,,False,,
2051278116,183492911,10.1117/12.251311,,False,,
2051278669,53336109,10.2514/3.55455,,False,,
2051279159,82336448,10.1179/026708304225019858,,False,,
2051279202,9692511,10.3389/fpsyg.2015.00383,articles/10.3389/fpsyg.2015.00383/pdf,True,publishedVersion,cc-by
2051279202,4306401280,article/228097c42f0541258fe488fde113300d,,False,,
2051279202,4306400806,articles/pmc4382978,articles/pmc4382978?pdf=render,True,publishedVersion,cc-by
2051279202,2764455111,pmc/articles/PMC4382978,,True,publishedVersion,
2051279202,4306525036,25883582,,False,,
2051279359,4210238599,10.1364/ao.31.005099,,False,,
2051279359,4306525036,20733679,,False,,
2051279493,4210238487,10.5468/kjog.2011.54.8.399,upload/pdf/kjog-54-399.pdf,True,publishedVersion,
2051279740,34954451,10.1111/j.1574-6968.1991.tb04391.x,femsle/article-pdf/83/1/69/19394931/83-1-69.pdf,True,publishedVersion,
2051279740,4306525036,1838088,,False,,
2051280090,102140811,10.1300/j082v14n01_06,,False,,
2051280090,4306525036,3655353,,False,,
2051280301,2764380584,10.2495/risk100241,Secure/elibrary/papers/RISK10/RISK10024FU1.pdf,True,publishedVersion,
2051280354,81394012,10.1055/s-2007-1013223,,False,,
2051280354,4306525036,8610283,,False,,
2051280379,4210233767,10.1007/bf00489564,,False,,
2051280727,4210223457,10.1590/s1517-75992010000200018,j/pm/a/f4RMVbcTmbhZ8GDNwQ7GZvx/?lang=pt&format=pdf,True,publishedVersion,
2051281403,133324295,10.1007/bf01449465,,False,,
2051282657,4210188322,10.1098/rspa.1931.0083,doi/pdf/10.1098/rspa.1931.0083,True,publishedVersion,
2051282714,168604893,10.1007/bf02919992,,False,,
2051283806,128507546,10.1016/j.resuscitation.2006.06.064,,False,,
2051284178,75702506,10.1016/s0378-1119(97)00572-6,,False,,
2051284178,4306525036,9461421,,False,,
2051284439,50016660,10.1016/0002-9394(64)90820-7,,False,,
2051284765,108525051,10.1016/0091-6749(83)90253-1,,False,,
2051285133,40062587,10.2977/prims/1195169274,content/serial-article-files/3651,True,publishedVersion,
2051285969,4210173111,10.1111/j.1471-0528.1909.tb01846.x,,False,,
2051285969,4306400562,record/2415232,records/2415232/files/article.pdf,True,submittedVersion,public-domain
2051286043,37362813,10.1136/jcp.19.2.203,content/jclinpath/19/2/203.full.pdf,True,publishedVersion,
2051286043,4306400806,articles/pmc473236,articles/pmc473236?pdf=render,True,publishedVersion,
2051286043,2764455111,pmc/articles/PMC473236,,True,publishedVersion,
2051286043,4306525036,16811029,,False,,
2051286181,68917228,10.1504/ijsss.2013.058462,,False,,
2051286919,137773608,10.1038/350302b0,,False,,
2051287163,117658737,10.1163/157180996x00068,,False,,
2051289567,4363606284,10.1364/hilas.2011.hwc6,,False,,
2051290083,64820383,10.1590/s0103-21002006000400009,j/ape/a/v68Tqvkw7qWxWhhsB44QwBL/?format=pdf&lang=pt,True,publishedVersion,
2051290083,4306402641,scielo.php?script=sci_arttext&pid=S0103-21002006000400009,j/ape/a/v68Tqvkw7qWxWhhsB44QwBL/?lang=pt&format=pdf,True,publishedVersion,cc-by-nc
2051290104,105500771,10.1016/j.pss.2007.05.010,,False,,
2051290242,4210216311,10.1088/2053-1591/1/2/025602,,False,,
2051290260,60561668,10.1179/174328810x12814016178755,doi/pdf/10.1179/174328810X12814016178755?needAccess=true,True,publishedVersion,
2051291081,61740008,10.1002/bjs.1800821237,,False,,
2051291081,4306525036,8548245,,False,,
2051291749,4306499213,10.2514/6.1994-391,,False,,
2051291749,4377196257,2060/19940012098,api/citations/19940012098/downloads/19940012098.pdf,True,publishedVersion,
2051291784,182870142,10.1139/m82-137,,False,,
2051291784,4306525036,6814736,,False,,
2051292110,60030702,10.1090/s0002-9947-1977-0445521-2,tran/1977-231-02/S0002-9947-1977-0445521-2/S0002-9947-1977-0445521-2.pdf,True,publishedVersion,
2051292665,158301738,10.1134/1.1448632,,False,,
2051293126,62458012,10.1007/s001030050265,,False,,
2051293140,4210171522,10.1080/17508486309555960,,False,,
2051293967,114466185,10.1002/best.198500520,,False,,
2051294198,136689770,10.1024/1012-5302/a000352,,False,,
2051294198,4306525036,24670545,,False,,
2051294238,31056637,10.1017/s0165070x0002622x,,False,,
2051294521,101177023,10.1016/j.jadohealth.2013.10.176,article/S1054139X13007118/pdf,True,publishedVersion,publisher-specific-oa
2051294868,112518905,10.1246/nikkashi.1996.449,article/nikkashi1972/1996/5/1996_5_449/_pdf,True,publishedVersion,
2051295302,1036471906,pdf/643/64328215.pdf,,False,,
2051295804,111121700,10.1016/s0031-9406(05)66325-0,,False,,
2051295857,186193465,10.1515/bmte.1973.18.3.87,,False,,
2051295857,4306525036,4354177,,False,,
2051296201,4210168742,10.1590/s0301-80591997000100007,j/aseb/a/CPHNdGdnSgcPn8RkGyhVRMj/?lang=pt&format=pdf,True,publishedVersion,
2051296211,93131892,10.2298/aci0502125b,ft.aspx?id=0354-950X0502125B,True,publishedVersion,
2051296211,4306525036,16237909,,False,,
2051296403,49861241,10.1016/s0140-6736(05)73611-4,,False,,
2051296403,4306525036,11071201,,False,,
2051296703,204978898,10.1142/s0219581x05003905,,False,,
2051298335,3880285,10.1126/science.289.5477.243,,False,,
2051298335,4306525036,10917844,,False,,
2051298689,2755344187,10.7171/jbt.12-2304-003,pmc/articles/PMC3468145/pdf/jbt.12-2304-003.pdf,True,publishedVersion,
2051298689,4306400806,articles/pmc3468145,articles/pmc3468145?pdf=render,True,publishedVersion,
