concept_id,openalex,wikidata,wikipedia,umls_aui,umls_cui,mag
125287762,125287762,1758948,Absorption%20%28acoustics%29,,"[""C2347023""]",125287762
180754005,180754005,80726,Allele,,"[""C0002085""]",180754005
40700,40700,1411783,,,,40700
153349607,153349607,36649,Visual%20arts,,"[""C0150824""]",153349607
2778198053,2778198053,181754,Heart%20failure,,"[""C0018801""]",2778198053
26771246,26771246,321095,,,"[""C0026020""]",26771246
95190672,95190672,815382,Meta-analysis,,"[""C0920317""]",95190672
182306322,182306322,1779371,Order%20%28exchange%29,,"[""C1705177""]",182306322
197934379,197934379,2047938,Adverse%20effect,,"[""C0877248""]",197934379
109214941,109214941,18334,Particle%20physics,,,109214941
65165184,65165184,218831,Photocatalysis,,,65165184
38349280,38349280,1434290,Flow%20%28mathematics%29,,"[""C0806140""]",38349280
2777289219,2777289219,7632154,Substrate%20%28aquarium%29,,"[""C3891814""]",2777289219
2816523,2816523,180184,Sediment,,"[""C1550099""]",2816523
105580179,105580179,188928,Messenger%20RNA,,"[""C0035696""]",105580179
118487528,118487528,161437,Ophthalmology,,"[""C1704292""]",118487528
48103436,48103436,599031,State%20%28computer%20science%29,,"[""C1442792""]",48103436
11171543,11171543,41630,Psychoanalysis,,"[""C0033884""]",11171543
30080830,30080830,169917,Graphene,,"[""C2936695""]",30080830
107993555,107993555,1662673,Gender%20studies,,,107993555
151956035,151956035,1132755,Logistic%20regression,,"[""C0023965""]",151956035
513476851,513476851,170304,Dopamine,,"[""C0013030""]",513476851
107457646,107457646,207434,Human%E2%80%93computer%20interaction,,"[""C0178565""]",107457646
2778690821,2778690821,212354,Cytokine,,"[""C0079189""]",2778690821
2776291640,2776291640,2912517,Value%20%28mathematics%29,,"[""C1554112""]",2776291640
107826830,107826830,929380,Environmental%20resource%20management,,"[""C0150211""]",107826830
57863236,57863236,1130571,Doping%20%28semiconductor%29,,"[""C0013039""]",57863236
165205528,165205528,83371,Seismology,,,165205528
98444146,98444146,318,Galaxy,,"[""C0282063""]",98444146
6648577,6648577,622669,Porosity,,"[""C0080037""]",6648577
142796444,142796444,181394,Nutrient,,"[""C0678695""]",142796444
120314980,120314980,180634,Distributed%20computing,,"[""C0012762""]",120314980
188816634,188816634,2113324,Prospective%20cohort%20study,,"[""C0033522""]",188816634
519063684,519063684,706,Calcium,,"[""C0006726""]",519063684
42475967,42475967,194292,Operations%20research,,"[""C0029066""]",42475967
77928131,77928131,193343,Tectonics,,"[""C0445315""]",77928131
196558001,196558001,190132,Turbulence,,,196558001
194828623,194828623,2861470,Emergency%20medicine,,"[""C0013964""]",194828623
62231903,62231903,1057,Metabolism,,"[""C0025519""]",62231903
2780026712,2780026712,37756,Alloy,,"[""C0002154""]",2780026712
2778163477,2778163477,43656,Cholesterol,,"[""C0008377""]",2778163477
29730261,29730261,274160,Toxicity,,"[""C0040539""]",29730261
109007969,109007969,749565,Structural%20basin,,"[""C0179226""]",109007969
2780665704,2780665704,959298,Intervention%20%28counseling%29,,"[""C0184661""]",2780665704
134121241,134121241,899301,Yield%20%28engineering%29,,,134121241
133386390,133386390,184996,Dielectric,,"[""C0813980""]",133386390
69357855,69357855,163214,Diffusion,,"[""C0012222""]",69357855
201995342,201995342,682496,Systems%20engineering,,,201995342
126894567,126894567,105650,Urology,,"[""C0042077""]",126894567
556758197,556758197,580018,Monetary%20economics,,,556758197
19067145,19067145,1137203,Thin%20film,,"[""C1441759""]",19067145
198531522,198531522,485146,Sample%20%28material%29,,"[""C2347026""]",198531522
107038049,107038049,35986,Aesthetics,,"[""C0014901""]",107038049
188147891,188147891,147638,Cognitive%20science,,"[""C0376542""]",188147891
512968161,512968161,556,Hydrogen,,"[""C0020275""]",512968161
82706917,82706917,10251,Plasma%20%28physics%29,,"[""C0032105""]",82706917
144237770,144237770,747534,Mathematical%20economics,,,144237770
167625842,167625842,899763,Protein%20primary%20structure,,"[""C0002518""]",167625842
539667460,539667460,2414942,Management%20science,,,539667460
31573885,31573885,304484,Programmed%20cell%20death,,"[""C0162638""]",31573885
2780091579,2780091579,9377,Kidney,,"[""C0022646""]",2780091579
2778348673,2778348673,739302,Production%20%28economics%29,,"[""C0033268""]",2778348673
2780586882,2780586882,7520643,Simple%20%28philosophy%29,,"[""C0205352""]",2780586882
196843134,196843134,33196,Embryo,,"[""C0015965""]",196843134
526805850,526805850,188874,Colorectal%20cancer,,"[""C0009402""]",526805850
2780378061,2780378061,25351891,Service%20%28business%29,,"[""C0557854""]",2780378061
40767141,40767141,285697,Recombinant%20DNA,,"[""C0034865""]",40767141
555944384,555944384,249,Wireless,,,555944384
44228677,44228677,181898,Polymerization,,"[""C0314672""]",44228677
195094911,195094911,14167904,Process%20management,,,195094911
28859421,28859421,39572,Mitochondrion,,"[""C0026237""]",28859421
32891209,32891209,483666,Spectroscopy,,"[""C0037812""]",32891209
191935318,191935318,148,China,,"[""C0008115""]",191935318
81917197,81917197,628760,Selection%20%28genetic%20algorithm%29,,"[""C0006159""]",81917197
2780221984,2780221984,131191,Body%20mass%20index,,"[""C1305855""]",2780221984
509974204,509974204,180507,Radiation%20therapy,,"[""C0034619""]",509974204
116834253,116834253,2039217,Identification%20%28biology%29,,"[""C0020792""]",116834253
115540264,115540264,2945560,Biomass%20%28ecology%29,,"[""C0005535""]",115540264
134362201,134362201,317309,Mental%20health,,"[""C0025353""]",134362201
2778137410,2778137410,2732820,Government%20%28linguistics%29,,"[""C0018104""]",2778137410
544956773,544956773,670,Silicon,,"[""C0037107""]",544956773
207114421,207114421,133900,Diffraction,,"[""C0599027""]",207114421
537208039,537208039,627,Nitrogen,,"[""C0028158""]",537208039
29537977,29537977,188941,Cell%20cycle,,"[""C0007586""]",29537977
2777391703,2777391703,1053470,Insulin%20resistance,,"[""C0021655""]",2777391703
186370098,186370098,442787,Energy%20%28signal%20processing%29,,"[""C1442080""]",186370098
148898269,148898269,1108792,Kinetics%20%28physics%29,,"[""C0022702""]",148898269
121684516,121684516,7600677,Computer%20graphics,,"[""C0009601""]",121684516
2777267654,2777267654,3519023,Test%20%28biology%29,,"[""C0039593""]",2777267654
2779013556,2779013556,181876,Metastasis,,"[""C4255448""]",2779013556
30481170,30481170,37748,Chromosome,,"[""C0008633""]",30481170
112930515,112930515,4389547,Risk%20analysis%20%28engineering%29,,"[""C0814767""]",112930515
43214815,43214815,7310987,Reliability%20%28semiconductor%29,,"[""C2347947""]",43214815
112950240,112950240,76005,Ultimate%20tensile%20strength,,"[""C0039526""]",112950240
41999313,41999313,489328,Molecular%20physics,,,41999313
